distance_metric,k,split,class,precision,recall,f1,support
euclidean,12,test,300000034,0.6666666666666666,0.8958333333333334,0.7644444444444445,96
euclidean,12,test,300000080,0.67,0.6979166666666666,0.6836734693877551,96
euclidean,12,test,300000082,0.8059701492537313,0.84375,0.8244274809160305,64
euclidean,12,test,700018215,0.875,0.4375,0.5833333333333334,64
euclidean,13,train,100180860,1.0,1.0,1.0,576
euclidean,13,train,100192430,1.0,1.0,1.0,612
euclidean,13,train,100610443,1.0,1.0,1.0,576
euclidean,13,train,100610883,1.0,1.0,1.0,576
euclidean,13,train,300000007,1.0,1.0,1.0,576
euclidean,13,train,300000018,1.0,1.0,1.0,576
euclidean,13,train,300000034,1.0,1.0,1.0,864
euclidean,13,train,300000080,1.0,1.0,1.0,864
euclidean,13,train,300000082,1.0,1.0,1.0,576
euclidean,13,train,700018215,1.0,1.0,1.0,576
euclidean,13,test,100180860,0.8333333333333334,0.703125,0.7627118644067796,64
euclidean,13,test,100192430,0.65625,0.9264705882352942,0.7682926829268293,68
euclidean,13,test,100610443,0.9322033898305084,0.859375,0.8943089430894309,64
euclidean,13,test,100610883,0.7142857142857143,0.78125,0.7462686567164178,64
euclidean,13,test,300000007,0.8461538461538461,0.859375,0.8527131782945736,64
euclidean,13,test,300000018,0.9736842105263158,0.578125,0.7254901960784313,64
euclidean,13,test,300000034,0.6771653543307087,0.8958333333333334,0.7713004484304933,96
euclidean,13,test,300000080,0.68,0.7083333333333334,0.6938775510204083,96
euclidean,13,test,300000082,0.8333333333333334,0.859375,0.8461538461538461,64
euclidean,13,test,700018215,0.9090909090909091,0.46875,0.6185567010309279,64
euclidean,14,train,100180860,1.0,1.0,1.0,576
euclidean,14,train,100192430,1.0,1.0,1.0,612
euclidean,14,train,100610443,1.0,1.0,1.0,576
euclidean,14,train,100610883,1.0,1.0,1.0,576
euclidean,14,train,300000007,1.0,1.0,1.0,576
euclidean,14,train,300000018,1.0,1.0,1.0,576
euclidean,14,train,300000034,1.0,1.0,1.0,864
euclidean,14,train,300000080,1.0,1.0,1.0,864
euclidean,14,train,300000082,1.0,1.0,1.0,576
euclidean,14,train,700018215,1.0,1.0,1.0,576
euclidean,14,test,100180860,0.8113207547169812,0.671875,0.7350427350427351,64
euclidean,14,test,100192430,0.6326530612244898,0.9117647058823529,0.746987951807229,68
euclidean,14,test,100610443,0.9473684210526315,0.84375,0.8925619834710744,64
euclidean,14,test,100610883,0.7142857142857143,0.78125,0.7462686567164178,64
euclidean,14,test,300000007,0.873015873015873,0.859375,0.8661417322834646,64
euclidean,14,test,300000018,1.0,0.59375,0.7450980392156863,64
euclidean,14,test,300000034,0.6538461538461539,0.8854166666666666,0.752212389380531,96
euclidean,14,test,300000080,0.6634615384615384,0.71875,0.6900000000000001,96
euclidean,14,test,300000082,0.8307692307692308,0.84375,0.8372093023255814,64
euclidean,14,test,700018215,0.9,0.421875,0.574468085106383,64
euclidean,15,train,100180860,1.0,1.0,1.0,576
euclidean,15,train,100192430,1.0,1.0,1.0,612
euclidean,15,train,100610443,1.0,1.0,1.0,576
euclidean,15,train,100610883,1.0,1.0,1.0,576
euclidean,15,train,300000007,1.0,1.0,1.0,576
euclidean,15,train,300000018,1.0,1.0,1.0,576
euclidean,15,train,300000034,1.0,1.0,1.0,864
euclidean,15,train,300000080,1.0,1.0,1.0,864
euclidean,15,train,300000082,1.0,1.0,1.0,576
euclidean,15,train,700018215,1.0,1.0,1.0,576
euclidean,15,test,100180860,0.8367346938775511,0.640625,0.7256637168141593,64
euclidean,15,test,100192430,0.6526315789473685,0.9117647058823529,0.7607361963190185,68
euclidean,15,test,100610443,0.9491525423728814,0.875,0.9105691056910569,64
euclidean,15,test,100610883,0.6901408450704225,0.765625,0.725925925925926,64
euclidean,15,test,300000007,0.8548387096774194,0.828125,0.8412698412698412,64
euclidean,15,test,300000018,1.0,0.59375,0.7450980392156863,64
euclidean,15,test,300000034,0.6296296296296297,0.8854166666666666,0.735930735930736,96
euclidean,15,test,300000080,0.6634615384615384,0.71875,0.6900000000000001,96
euclidean,15,test,300000082,0.8333333333333334,0.859375,0.8461538461538461,64
euclidean,15,test,700018215,0.896551724137931,0.40625,0.5591397849462365,64
cosine,1,train,100180860,1.0,1.0,1.0,576
cosine,1,train,100192430,1.0,1.0,1.0,612
cosine,1,train,100610443,1.0,1.0,1.0,576
cosine,1,train,100610883,1.0,1.0,1.0,576
cosine,1,train,300000007,1.0,1.0,1.0,576
cosine,1,train,300000018,1.0,1.0,1.0,576
cosine,1,train,300000034,1.0,1.0,1.0,864
cosine,1,train,300000080,1.0,1.0,1.0,864
cosine,1,train,300000082,1.0,1.0,1.0,576
cosine,1,train,700018215,1.0,1.0,1.0,576
cosine,1,test,100180860,0.6964285714285714,0.609375,0.65,64
cosine,1,test,100192430,0.7352941176470589,0.7352941176470589,0.735294117647059,68
cosine,1,test,100610443,0.8688524590163934,0.828125,0.8480000000000001,64
cosine,1,test,100610883,0.6379310344827587,0.578125,0.6065573770491803,64
cosine,1,test,300000007,0.7916666666666666,0.890625,0.8382352941176471,64
cosine,1,test,300000018,0.7796610169491526,0.71875,0.7479674796747967,64
cosine,1,test,300000034,0.7789473684210526,0.7708333333333334,0.774869109947644,96
cosine,1,test,300000080,0.6237623762376238,0.65625,0.6395939086294415,96
cosine,1,test,300000082,0.7027027027027027,0.8125,0.7536231884057971,64
cosine,1,test,700018215,0.59375,0.59375,0.59375,64
cosine,2,train,100180860,1.0,1.0,1.0,576
cosine,2,train,100192430,1.0,1.0,1.0,612
cosine,2,train,100610443,1.0,1.0,1.0,576
cosine,2,train,100610883,1.0,1.0,1.0,576
cosine,2,train,300000007,1.0,1.0,1.0,576
cosine,2,train,300000018,1.0,1.0,1.0,576
cosine,2,train,300000034,1.0,1.0,1.0,864
cosine,2,train,300000080,1.0,1.0,1.0,864
cosine,2,train,300000082,1.0,1.0,1.0,576
cosine,2,train,700018215,1.0,1.0,1.0,576
cosine,2,test,100180860,0.6964285714285714,0.609375,0.65,64
cosine,2,test,100192430,0.7352941176470589,0.7352941176470589,0.735294117647059,68
cosine,2,test,100610443,0.8688524590163934,0.828125,0.8480000000000001,64
cosine,2,test,100610883,0.6379310344827587,0.578125,0.6065573770491803,64
cosine,2,test,300000007,0.7916666666666666,0.890625,0.8382352941176471,64
cosine,2,test,300000018,0.7796610169491526,0.71875,0.7479674796747967,64
cosine,2,test,300000034,0.7789473684210526,0.7708333333333334,0.774869109947644,96
cosine,2,test,300000080,0.6237623762376238,0.65625,0.6395939086294415,96
cosine,2,test,300000082,0.7027027027027027,0.8125,0.7536231884057971,64
cosine,2,test,700018215,0.59375,0.59375,0.59375,64
cosine,3,train,100180860,1.0,1.0,1.0,576
cosine,3,train,100192430,1.0,1.0,1.0,612
cosine,3,train,100610443,1.0,1.0,1.0,576
cosine,3,train,100610883,1.0,1.0,1.0,576
cosine,3,train,300000007,1.0,1.0,1.0,576
cosine,3,train,300000018,1.0,1.0,1.0,576
cosine,3,train,300000034,1.0,1.0,1.0,864
cosine,3,train,300000080,1.0,1.0,1.0,864
cosine,3,train,300000082,1.0,1.0,1.0,576
cosine,3,train,700018215,1.0,1.0,1.0,576
cosine,3,test,100180860,0.6875,0.6875,0.6875,64
cosine,3,test,100192430,0.7761194029850746,0.7647058823529411,0.7703703703703704,68
cosine,3,test,100610443,0.859375,0.859375,0.859375,64
cosine,3,test,100610883,0.639344262295082,0.609375,0.624,64
cosine,3,test,300000007,0.8285714285714286,0.90625,0.8656716417910447,64
cosine,3,test,300000018,0.7796610169491526,0.71875,0.7479674796747967,64
cosine,3,test,300000034,0.8111111111111111,0.7604166666666666,0.7849462365591398,96
cosine,3,test,300000080,0.6907216494845361,0.6979166666666666,0.6943005181347149,96
cosine,3,test,300000082,0.7272727272727273,0.875,0.7943262411347517,64
cosine,3,test,700018215,0.6779661016949152,0.625,0.6504065040650406,64
cosine,4,train,100180860,1.0,1.0,1.0,576
cosine,4,train,100192430,1.0,1.0,1.0,612
cosine,4,train,100610443,1.0,1.0,1.0,576
cosine,4,train,100610883,1.0,1.0,1.0,576
cosine,4,train,300000007,1.0,1.0,1.0,576
cosine,4,train,300000018,1.0,1.0,1.0,576
cosine,4,train,300000034,1.0,1.0,1.0,864
cosine,4,train,300000080,1.0,1.0,1.0,864
cosine,4,train,300000082,1.0,1.0,1.0,576
cosine,4,train,700018215,1.0,1.0,1.0,576
cosine,4,test,100180860,0.7666666666666667,0.71875,0.7419354838709677,64
cosine,4,test,100192430,0.8115942028985508,0.8235294117647058,0.8175182481751825,68
cosine,4,test,100610443,0.8823529411764706,0.9375,0.9090909090909091,64
cosine,4,test,100610883,0.6833333333333333,0.640625,0.6612903225806451,64
cosine,4,test,300000007,0.8142857142857143,0.890625,0.8507462686567163,64
cosine,4,test,300000018,0.8070175438596491,0.71875,0.7603305785123967,64
cosine,4,test,300000034,0.8275862068965517,0.75,0.7868852459016394,96
cosine,4,test,300000080,0.6923076923076923,0.75,0.7199999999999999,96
cosine,4,test,300000082,0.7466666666666667,0.875,0.8057553956834532,64
cosine,4,test,700018215,0.7241379310344828,0.65625,0.6885245901639345,64
cosine,5,train,100180860,1.0,1.0,1.0,576
cosine,5,train,100192430,1.0,1.0,1.0,612
cosine,5,train,100610443,1.0,1.0,1.0,576
cosine,5,train,100610883,1.0,1.0,1.0,576
cosine,5,train,300000007,1.0,1.0,1.0,576
cosine,5,train,300000018,1.0,1.0,1.0,576
cosine,5,train,300000034,1.0,1.0,1.0,864
cosine,5,train,300000080,1.0,1.0,1.0,864
cosine,5,train,300000082,1.0,1.0,1.0,576
cosine,5,train,700018215,1.0,1.0,1.0,576
cosine,5,test,100180860,0.7796610169491526,0.71875,0.7479674796747967,64
cosine,5,test,100192430,0.8115942028985508,0.8235294117647058,0.8175182481751825,68
cosine,5,test,100610443,0.9047619047619048,0.890625,0.8976377952755906,64
cosine,5,test,100610883,0.7166666666666667,0.671875,0.6935483870967741,64
cosine,5,test,300000007,0.7671232876712328,0.875,0.8175182481751825,64
cosine,5,test,300000018,0.7894736842105263,0.703125,0.743801652892562,64
cosine,5,test,300000034,0.8222222222222222,0.7708333333333334,0.7956989247311829,96
cosine,5,test,300000080,0.711340206185567,0.71875,0.7150259067357513,96
cosine,5,test,300000082,0.725,0.90625,0.8055555555555555,64
cosine,5,test,700018215,0.7333333333333333,0.6875,0.7096774193548386,64
cosine,6,train,100180860,1.0,1.0,1.0,576
cosine,6,train,100192430,1.0,1.0,1.0,612
cosine,6,train,100610443,1.0,1.0,1.0,576
cosine,6,train,100610883,1.0,1.0,1.0,576
cosine,6,train,300000007,1.0,1.0,1.0,576
cosine,6,train,300000018,1.0,1.0,1.0,576
cosine,6,train,300000034,1.0,1.0,1.0,864
cosine,6,train,300000080,1.0,1.0,1.0,864
cosine,6,train,300000082,1.0,1.0,1.0,576
cosine,6,train,700018215,1.0,1.0,1.0,576
cosine,6,test,100180860,0.7868852459016393,0.75,0.768,64
cosine,6,test,100192430,0.8,0.8823529411764706,0.8391608391608392,68
cosine,6,test,100610443,0.9076923076923077,0.921875,0.9147286821705427,64
cosine,6,test,100610883,0.7758620689655172,0.703125,0.7377049180327868,64
cosine,6,test,300000007,0.8142857142857143,0.890625,0.8507462686567163,64
cosine,6,test,300000018,0.7627118644067796,0.703125,0.7317073170731708,64
cosine,6,test,300000034,0.8444444444444444,0.7916666666666666,0.8172043010752689,96
cosine,6,test,300000080,0.7526881720430108,0.7291666666666666,0.7407407407407406,96
cosine,6,test,300000082,0.7631578947368421,0.90625,0.8285714285714286,64
cosine,6,test,700018215,0.7377049180327869,0.703125,0.72,64
cosine,7,train,100180860,1.0,1.0,1.0,576
cosine,7,train,100192430,1.0,1.0,1.0,612
cosine,7,train,100610443,1.0,1.0,1.0,576
cosine,7,train,100610883,1.0,1.0,1.0,576
cosine,7,train,300000007,1.0,1.0,1.0,576
cosine,7,train,300000018,1.0,1.0,1.0,576
cosine,7,train,300000034,1.0,1.0,1.0,864
cosine,7,train,300000080,1.0,1.0,1.0,864
cosine,7,train,300000082,1.0,1.0,1.0,576
cosine,7,train,700018215,1.0,1.0,1.0,576
cosine,7,test,100180860,0.7833333333333333,0.734375,0.7580645161290323,64
cosine,7,test,100192430,0.8309859154929577,0.8676470588235294,0.8489208633093526,68
cosine,7,test,100610443,0.8805970149253731,0.921875,0.9007633587786259,64
cosine,7,test,100610883,0.7857142857142857,0.6875,0.7333333333333334,64
