distance_metric,k,split,class,precision,recall,f1,support
euclidean,15,train,300000082,1.0,1.0,1.0,882
euclidean,15,train,700018215,1.0,1.0,1.0,576
euclidean,15,test,100180860,0.7454545454545455,0.6119402985074627,0.6721311475409837,67
euclidean,15,test,100192430,0.8283582089552238,0.8161764705882353,0.8222222222222222,136
euclidean,15,test,100610443,0.8631578947368421,0.9213483146067416,0.891304347826087,89
euclidean,15,test,100610883,0.8636363636363636,0.5846153846153846,0.6972477064220184,65
euclidean,15,test,300000007,0.8348623853211009,0.7913043478260869,0.8125,115
euclidean,15,test,300000018,0.803030303030303,0.7162162162162162,0.7571428571428571,74
euclidean,15,test,300000034,0.8073770491803278,0.9380952380952381,0.8678414096916298,210
euclidean,15,test,300000080,0.7297297297297297,0.8181818181818182,0.7714285714285715,198
euclidean,15,test,300000082,0.7685185185185185,0.8469387755102041,0.8058252427184466,98
euclidean,15,test,700018215,0.7948717948717948,0.484375,0.6019417475728156,64
cosine,1,train,100180860,1.0,1.0,1.0,603
cosine,1,train,100192430,1.0,1.0,1.0,1224
cosine,1,train,100610443,1.0,1.0,1.0,801
cosine,1,train,100610883,1.0,1.0,1.0,585
cosine,1,train,300000007,1.0,1.0,1.0,1035
cosine,1,train,300000018,1.0,1.0,1.0,666
cosine,1,train,300000034,1.0,1.0,1.0,1890
cosine,1,train,300000080,1.0,1.0,1.0,1782
cosine,1,train,300000082,1.0,1.0,1.0,882
cosine,1,train,700018215,1.0,1.0,1.0,576
cosine,1,test,100180860,0.6,0.5373134328358209,0.5669291338582678,67
cosine,1,test,100192430,0.7299270072992701,0.7352941176470589,0.7326007326007326,136
cosine,1,test,100610443,0.8043478260869565,0.8314606741573034,0.8176795580110497,89
cosine,1,test,100610883,0.5849056603773585,0.47692307692307695,0.5254237288135594,65
cosine,1,test,300000007,0.7777777777777778,0.7913043478260869,0.7844827586206897,115
cosine,1,test,300000018,0.6621621621621622,0.6621621621621622,0.6621621621621622,74
cosine,1,test,300000034,0.7647058823529411,0.8047619047619048,0.7842227378190256,210
cosine,1,test,300000080,0.7150537634408602,0.6717171717171717,0.6927083333333334,198
cosine,1,test,300000082,0.6923076923076923,0.826530612244898,0.7534883720930232,98
cosine,1,test,700018215,0.5254237288135594,0.484375,0.5040650406504066,64
cosine,2,train,100180860,1.0,1.0,1.0,603
cosine,2,train,100192430,1.0,1.0,1.0,1224
cosine,2,train,100610443,1.0,1.0,1.0,801
cosine,2,train,100610883,1.0,1.0,1.0,585
cosine,2,train,300000007,1.0,1.0,1.0,1035
cosine,2,train,300000018,1.0,1.0,1.0,666
cosine,2,train,300000034,1.0,1.0,1.0,1890
cosine,2,train,300000080,1.0,1.0,1.0,1782
cosine,2,train,300000082,1.0,1.0,1.0,882
cosine,2,train,700018215,1.0,1.0,1.0,576
cosine,2,test,100180860,0.6,0.5373134328358209,0.5669291338582678,67
cosine,2,test,100192430,0.7299270072992701,0.7352941176470589,0.7326007326007326,136
cosine,2,test,100610443,0.8043478260869565,0.8314606741573034,0.8176795580110497,89
cosine,2,test,100610883,0.5849056603773585,0.47692307692307695,0.5254237288135594,65
cosine,2,test,300000007,0.7777777777777778,0.7913043478260869,0.7844827586206897,115
cosine,2,test,300000018,0.6621621621621622,0.6621621621621622,0.6621621621621622,74
cosine,2,test,300000034,0.7647058823529411,0.8047619047619048,0.7842227378190256,210
cosine,2,test,300000080,0.7150537634408602,0.6717171717171717,0.6927083333333334,198
cosine,2,test,300000082,0.6923076923076923,0.826530612244898,0.7534883720930232,98
cosine,2,test,700018215,0.5254237288135594,0.484375,0.5040650406504066,64
cosine,3,train,100180860,1.0,1.0,1.0,603
cosine,3,train,100192430,1.0,1.0,1.0,1224
cosine,3,train,100610443,1.0,1.0,1.0,801
cosine,3,train,100610883,1.0,1.0,1.0,585
cosine,3,train,300000007,1.0,1.0,1.0,1035
cosine,3,train,300000018,1.0,1.0,1.0,666
cosine,3,train,300000034,1.0,1.0,1.0,1890
cosine,3,train,300000080,1.0,1.0,1.0,1782
cosine,3,train,300000082,1.0,1.0,1.0,882
cosine,3,train,700018215,1.0,1.0,1.0,576
cosine,3,test,100180860,0.639344262295082,0.582089552238806,0.609375,67
cosine,3,test,100192430,0.7829457364341085,0.7426470588235294,0.7622641509433962,136
cosine,3,test,100610443,0.8555555555555555,0.8651685393258427,0.8603351955307262,89
cosine,3,test,100610883,0.6923076923076923,0.5538461538461539,0.6153846153846154,65
cosine,3,test,300000007,0.7851239669421488,0.8260869565217391,0.8050847457627119,115
cosine,3,test,300000018,0.6805555555555556,0.6621621621621622,0.6712328767123288,74
cosine,3,test,300000034,0.8114035087719298,0.8809523809523809,0.8447488584474886,210
cosine,3,test,300000080,0.765,0.7727272727272727,0.7688442211055277,198
cosine,3,test,300000082,0.7037037037037037,0.7755102040816326,0.7378640776699029,98
cosine,3,test,700018215,0.6,0.515625,0.5546218487394958,64
cosine,4,train,100180860,1.0,1.0,1.0,603
cosine,4,train,100192430,1.0,1.0,1.0,1224
cosine,4,train,100610443,1.0,1.0,1.0,801
cosine,4,train,100610883,1.0,1.0,1.0,585
cosine,4,train,300000007,1.0,1.0,1.0,1035
cosine,4,train,300000018,1.0,1.0,1.0,666
cosine,4,train,300000034,1.0,1.0,1.0,1890
cosine,4,train,300000080,1.0,1.0,1.0,1782
cosine,4,train,300000082,1.0,1.0,1.0,882
cosine,4,train,700018215,1.0,1.0,1.0,576
cosine,4,test,100180860,0.6721311475409836,0.6119402985074627,0.640625,67
cosine,4,test,100192430,0.8110236220472441,0.7573529411764706,0.7832699619771863,136
cosine,4,test,100610443,0.8863636363636364,0.8764044943820225,0.8813559322033898,89
cosine,4,test,100610883,0.7,0.5384615384615384,0.608695652173913,65
cosine,4,test,300000007,0.7899159663865546,0.8173913043478261,0.8034188034188035,115
cosine,4,test,300000018,0.7391304347826086,0.6891891891891891,0.7132867132867132,74
cosine,4,test,300000034,0.7941176470588235,0.9,0.84375,210
cosine,4,test,300000080,0.7463414634146341,0.7727272727272727,0.7593052109181141,198
cosine,4,test,300000082,0.7358490566037735,0.7959183673469388,0.7647058823529412,98
cosine,4,test,700018215,0.7169811320754716,0.59375,0.6495726495726496,64
cosine,5,train,100180860,1.0,1.0,1.0,603
cosine,5,train,100192430,1.0,1.0,1.0,1224
cosine,5,train,100610443,1.0,1.0,1.0,801
cosine,5,train,100610883,1.0,1.0,1.0,585
cosine,5,train,300000007,1.0,1.0,1.0,1035
cosine,5,train,300000018,1.0,1.0,1.0,666
cosine,5,train,300000034,1.0,1.0,1.0,1890
cosine,5,train,300000080,1.0,1.0,1.0,1782
cosine,5,train,300000082,1.0,1.0,1.0,882
cosine,5,train,700018215,1.0,1.0,1.0,576
cosine,5,test,100180860,0.7796610169491526,0.6865671641791045,0.7301587301587301,67
cosine,5,test,100192430,0.8294573643410853,0.7867647058823529,0.8075471698113208,136
cosine,5,test,100610443,0.8777777777777778,0.8876404494382022,0.88268156424581,89
cosine,5,test,100610883,0.7551020408163265,0.5692307692307692,0.6491228070175438,65
cosine,5,test,300000007,0.788135593220339,0.808695652173913,0.7982832618025751,115
cosine,5,test,300000018,0.75,0.6891891891891891,0.7183098591549296,74
cosine,5,test,300000034,0.8,0.8952380952380953,0.8449438202247191,210
cosine,5,test,300000080,0.7632850241545893,0.797979797979798,0.7802469135802469,198
cosine,5,test,300000082,0.7207207207207207,0.8163265306122449,0.7655502392344496,98
cosine,5,test,700018215,0.74,0.578125,0.6491228070175439,64
cosine,6,train,100180860,1.0,1.0,1.0,603
cosine,6,train,100192430,1.0,1.0,1.0,1224
cosine,6,train,100610443,1.0,1.0,1.0,801
cosine,6,train,100610883,1.0,1.0,1.0,585
cosine,6,train,300000007,1.0,1.0,1.0,1035
cosine,6,train,300000018,1.0,1.0,1.0,666
cosine,6,train,300000034,1.0,1.0,1.0,1890
cosine,6,train,300000080,1.0,1.0,1.0,1782
cosine,6,train,300000082,1.0,1.0,1.0,882
cosine,6,train,700018215,1.0,1.0,1.0,576
cosine,6,test,100180860,0.7966101694915254,0.7014925373134329,0.746031746031746,67
cosine,6,test,100192430,0.84375,0.7941176470588235,0.8181818181818182,136
cosine,6,test,100610443,0.8888888888888888,0.898876404494382,0.8938547486033519,89
